winery,mean_winery
Klein Constantia,29.0
Kleinood,48.0
Klinker Brick,26.151515151515152
Klipfel,29.0
Kluge Estate,32.0
Knapp,18.741935483870968
Knappstein,42.0
Knight Hill,30.333333333333332
Knights Bridge,72.4
Knipser,34.5
Knudsen,39.333333333333336
Kobler,34.1875
Koblevo,22.0
Koehler,28.703703703703702
Koenig,20.2
Koenig Vineyards,24.833333333333332
Kohl,20.8
Koi Pond,37.0
Kokomo,31.085714285714285
Kollwentz,41.25
Kon Tiki,12.285714285714286
Kono,19.8
Kono Barú,21.0
Konrad,25.0
Konrad & Conrad,35.0
Konrad Hähn,17.0
Kontokosta,25.181818181818183
Kontos,36.25
Konzelmann,48.0
Koonara,16.0
Koonowla,30.5
Kooyong,36.857142857142854
Kopke,54.11764705882353
Kopriva,23.0
Korbel,27.714285714285715
Korbin Kameron,50.09090909090909
Kori,48.0
Kornell,21.5
Korta,18.2
Korta Katarina,37.166666666666664
Kosta Browne,80.0
Kouros,19.0
Kourtaki,23.0
Koutsoyiannopoulos,25.0
Koves-Newlan,38.0
Kovács Nimród,33.625
Koyle,26.9
Koz,15.666666666666666
Kozlović,26.5
Kracher,53.85
Kraemer,30.0
Kramer,23.8
Kris,18.5
Kriselle,23.941176470588236
Kristodd,24.333333333333332
Kriter,23.0
Krow Shore,24.0
Krupp Brothers,63.62068965517241
Krutz,39.476190476190474
Krutzler,54.0
Ksana,32.333333333333336
Ktima Driopi,49.0
Ktima Pavlidis,22.0
Ktima Voyatzi,23.0
Ku Dé Ta,15.0
Kudos,21.25
Kuehn,17.0
Kuentz-Bas,28.225352112676056
Kuleto Estate,40.875
Kumbaya,15.5
Kumeu River,38.5
Kunde,30.350515463917525
Kunin,45.0
Kunza,14.5
Kupel Wieser,19.0
Kupelwieser,23.0
Kurmisti,17.0
Kurt Angerer,24.875
Kurt Hain,45.0
Kurtz Family,31.333333333333332
Kutch,43.0
Kuyam,41.0
Kvaszinger,26.0
Kynsi,44.65714285714286
Kyra,20.0
Kössler,22.125
Köster-Wolf,25.0
Kühling-Gillot,42.833333333333336
L de Lyeth,19.5
L'Aietta,46.5
L'Amandine,32.0
L'Antica Fornace di Ridolfo,28.333333333333332
L'Antica Quercia,24.714285714285715
L'Arboc,32.0
L'Arco,77.0
L'Armangia,32.5
L'Arène des Anges,18.0
L'Astore Masseria,20.0
L'Atzar,22.0
L'Avenir,26.0
L'Aventure,63.333333333333336
L'Avion,38.0
L'Ecole No. 41,34.575
L'Egrégoire,70.0
L'Enclos des Braves,22.0
L'Oca Ciuca,21.125
L'Oliveto,25.0
L'Orcio,26.0
L'Ostal Cazes,22.8
L'Ptit Paysan,30.0
L'original French Kiss,11.5
L. Tramier & Fils,19.30188679245283
L.A. Cetto,18.764705882352942
LIV,16.0
LJ Crafted Wines,31.0
LTU,57.0
LVE,56.0
LVVR,38.0
LXV,30.5
La Antigua,40.0
La Bastide Blanche,33.25
La Battagliola,17.0
La Bellanotte,11.0
La Belle Collection,14.666666666666666
La Berrière,16.0
La Bete,75.0
La Bioca,37.833333333333336
La Boatina,17.0
La Bodega de Pinoso,16.25
La Bollina,20.0
La Bouvaude,24.0
La Braccesca,37.46153846153846
La Ca' Nova,39.0
La Calonica,32.388888888888886
La Canosa,16.5
La Capilla,44.5
La Cappuccina,22.1875
La Capra Presented by Fairview,17.0
La Carraia,19.25
La Casa Dell'Orco,21.25
La Casa Maguila,11.5
La Castellina,31.416666666666668
La Catrina,26.0
La Cave de Pomerols,16.0
La Cave des Vignerons de Pfaffenheim,19.8125
La Caña,24.545454545454547
La Chablisienne,37.44117647058823
La Chanterelle,33.333333333333336
La Chertosa,29.666666666666668
La Cheteau,25.0
La Chiripada,27.0
La Chouette,19.0
La Châsse,14.0
La Châsse du Pape,15.0
La Ciarliana,22.125
La Cignozza,22.666666666666668
La Clarine Farm,27.705882352941178
La Collina dei Ciliegi,46.0
La Collina dei Lecci,45.333333333333336
La Colombina,40.8
La Confrérie de Oisly et Thésée,13.5
La Conreria d'Scala Dei,36.0
La Corsa,26.5
La Corte,23.0
La Coterie,18.0
La Crema,30.428571428571427
La Croix,41.0
La Croix de Renaud,22.0
La Croix du Pin,12.0
La Crusset,14.0
La Cruz,16.0
La Cuna de la Poesia,12.0
La Cuvée Mythique,18.0
La Dama,37.333333333333336
La Diacceta,26.0
La Diligence,49.0
La Dolce Vita,24.0
La Famiglia,29.0
La Famiglia di Robert Mondavi,31.0
La Farra,27.0
La Fenêtre,44.645161290322584
La Fiera,9.0
La Filice,29.0
La Fiorita,50.333333333333336
La Fleur Ribeyrolles,15.0
La Folia Winery,31.105263157894736
La Follette,38.65625
La Font du Vent,25.0
La Forcine,14.0
La Forge Estate,18.22222222222222
La Fornace,49.375
La Fortuna,48.22222222222222
La Francesca,14.0
La Fusina,33.142857142857146
La Gerla,56.642857142857146
La Giaretta,32.5
La Gioiosa,32.666666666666664
La Gironda di Galandrino,19.333333333333332
La Gitana,28.714285714285715
La Grande Côte,32.0
La Granja 360,17.0
La Greña,28.0
La Grille,17.0
La Honda Winery,29.4
La Jara,26.4
La Jota Vineyard,64.85714285714286
La Lastra,23.6
La Legua,21.0
La Lomita,41.0
La Madonnina,22.666666666666668
La Magia,66.0
La Mancina,14.0
La Mannella,64.6
La Mano,16.0
La Marca,36.0
La Marea,33.333333333333336
La Mejorada,19.0
La Merika,15.1
La Monacesca,26.0
La Montagne,38.7
La Montina,62.6
La Mormoraia,17.0
La Motte,33.0
La Mozza,19.5
La Noble,19.0
La Palazzetta,45.285714285714285
La Palma,18.545454545454547
La Patache,19.0
La Perla Marco Triacca,33.333333333333336
La Piasola,23.0
La Pieve,45.5
La Pisara,19.333333333333332
La Pitchoune,42.875
La Playa,18.041666666666668
La Poderina,61.166666666666664
La Porta di Vertine,31.5
La Posta,20.789473684210527
La Prevostura,37.6
La Purísima,20.875
La Querce,19.0
La Quercia,25.0
La Querciola,68.0
La Querciolina,19.0
La Rajade,18.0
La Rasina,52.77777777777778
La Rata,54.0
La Regola,45.0
La Rioja Alta,53.666666666666664
La Riojana Coop,6.0
La Riva dei Frati,29.5
La Riviera,13.0
La Rochelle,49.44444444444444
La Roncaia,54.6
La Rose de Pauillac,39.0
La Rusticana d'Orsa,48.0
La Sabbiona,20.0
La Sansonina,25.0
La Scolca,25.6
La Selva,24.6
La Serena,71.25
La Sibilla,24.333333333333332
La Sirena,44.0
La Soufrandière,32.666666666666664
La Spinetta,55.583333333333336
La Spinona,40.2
La Staffa,23.25
La Stoppa,35.0
La Storia,26.333333333333332
La Storia by Trentadue,28.0
La Togata,57.083333333333336
La Tordera,31.875
La Torre,57.333333333333336
La Torricella,43.0
La Tosa,39.0
La Traiana,19.0
La Tunella,26.0
La Universal,35.333333333333336
La Val,14.833333333333334
La Valentina,27.5
La Valle,49.142857142857146
La Velona,55.75
La Viarte,24.5
La Vida,22.0
La Vida al Camp,31.0
La Vidaubanaise,15.0
La Vieille Ferme,11.142857142857142
La Vierge,28.0
La Vigna di Iseppo,23.0
La Villa,14.0
La Villa Veneta,15.0
La Vis,21.357142857142858
La Voix,41.833333333333336
La Vuelta,13.666666666666666
La Yunta,16.0
La Zerba,23.5
La Zorra,20.166666666666668
La di Motte,18.333333333333332
LaLuca,30.0
LaStella,34.5
LaVelle,26.4
LaZarre,28.2
Laberinto,13.666666666666666
Laborie,20.0
Labouré-Roi,28.428571428571427
Labyrinth,45.0
Lacheteau,17.625
Lachini,44.2093023255814
Lackner Tinnacher,26.5
Ladera,29.5
Lady Hill,22.0
Ladybug,24.0
Laelaps,33.0
Laely,24.0
Laetitia,42.80952380952381
Lafage,39.0
Lafarga,24.0
Lafazanis,19.0
Lafken,53.0
Lafond,32.91891891891892
Lagana,24.555555555555557
Lagar da Condesa,21.0
Lagar de Besada,19.333333333333332
Lagar de Bezana,33.75
Lagar de Bouza,17.0
Lagar de Cervera,13.0
Lagar de Costa,20.0
Lagar de Indra,16.666666666666668
Lagar del Rey,15.0
Lagarde,21.653846153846153
Lagaria,16.0
Lagler,34.333333333333336
Lagniappe,50.333333333333336
Lagoon Hill,21.333333333333332
Lagosta,7.0
Laguna,22.0
Laguna de la Nava,14.0
Lail,43.0
Laird,41.05882352941177
Laissez Faire,17.5
Lake Breeze,37.0
Lake Chalice,23.846153846153847
Lake Chelan,27.833333333333332
Lake Sonoma,28.565217391304348
Lake and Vine Cellars,28.0
Lakewood,19.87878787878788
Laleure-Piot,66.0
Lallier,93.75
Lamadrid,24.076923076923077
Lambardi,55.0
Lambert,31.0
Lambert Bridge,52.0
Lamberti,30.0
Lamborghini,66.0
Lamborn Family Vineyards,61.166666666666664
Lamiable,83.0
Lammershoek,33.666666666666664
Lamole di Lamole,32.666666666666664
Lamont,61.0
Lamoreaux Landing,22.252747252747252
Lamoretti,33.0
Lampyridae,56.5
Lanark Lane,20.0
Lancaster,53.333333333333336
Lancelot-Pienne,66.0
Lanciola,31.8
Land of Hope,30.0
Lander-Jenkins,17.363636363636363
Landhaus Mayer,19.857142857142858
Landmark,37.189189189189186
Landshut,13.0
Landskroon,18.0
Landsman,29.0
Landy Family Vineyards,48.5
Lane Tanner,37.666666666666664
Lang,25.0
Lang & Reed,32.1
Lange,37.02040816326531
LangeTwins,19.428571428571427
Langlois-Chateau,37.166666666666664
Langmeil,42.9
Langtry,38.833333333333336
Langwerth Von Simmern,54.0
Lannac Saint-Jean,35.0
Lanson,115.07142857142857
Lantides,28.0
Lantieri de Paratico,61.875
Lantz,37.5
Lapeyre,33.0
Lapis Luna,9.666666666666666
Lapostolle,25.07017543859649
Lar de Paula,34.0
Lar de Sotomayor,20.5
Larchago,20.25
Larkspur,19.0
Larner,40.833333333333336
Laroche,18.857142857142858
Laroque,12.5
Larrea,29.5
Larry Cherubino,36.666666666666664
Larry Hyde and Sons,62.0
Las Capas,9.0
Las Casas de Vacquería,24.0
Las Colinas Del Ebro,15.857142857142858
Las Lomas,17.0
Las Niñas,10.0
Las Palmeras,17.0
Las Positas,31.6875
Las Rocas de San Alejandro,19.2
Las Valles,11.75
Las Vertientes,35.666666666666664
Las Vides,18.5
Lasalde Elkartea,19.0
Lasseter,36.0
Lassègue,72.0
Last Judgment,21.0
Last Light,30.625
Last Summer,29.0
Latah Creek,22.7
Lateral,35.0
Latium di Morini,34.5
Latta,45.0
Laudet,15.333333333333334
Laudun Chusclan,19.25
Laughing Stock,32.0
Launa,28.428571428571427
Laura Michael,37.333333333333336
Laura Zahtila,64.0
Laura's Vineyard,30.0
Laurel Glen,44.61538461538461
Laurel Gray,19.0
Laurel Lake,26.5
Laurelwood,20.5
Lauren Ashton Cellars,36.18421052631579
Laurence Féraud,31.0
Laurens,36.0
Laurent Gauthier,28.5
Laurent Miquel,20.714285714285715
Laurent-Perrier,116.25
Laurentide,17.0
Laurenz V.,25.5
Laurier,19.0
Laurona,41.0
Lava Cap,26.58695652173913
Lavau,29.75
Lavender Ridge,27.25
Lavinea,46.0
Lavradores de Feitoria,23.625
Law,56.833333333333336
Lawer,24.636363636363637
Lawrelin,66.42857142857143
Lawson's Dry Hills,26.5
Layer Cake,16.77777777777778
Lazo,10.5
Lazy Creek,36.857142857142854
Lazy River,29.0
Lazy Susan Ranch,63.0
Lazzeretti,64.5
Le 7 Camicie,18.0
Le Battistelle,26.0
Le Bertarole,33.0
Le Bertille,23.428571428571427
Le Bocce,26.666666666666668
Le Bonheur,23.333333333333332
Le Bord'eau du Clos des Moiselles,21.0
Le Brun de Neuville,116.14285714285714
Le Buche,43.666666666666664
Le Bèrne,30.125
Le Cadeau,45.78787878787879
Le Caniette,22.625
Le Carré,66.5
Le Casalte,34.5
Le Casematte,28.5
Le Casque,26.0
Le Cercle des Vignerons Saint-Louis,15.5
Le Chanceux,70.0
Le Charmel,14.0
Le Chateau,33.75
Le Chiuse,53.0
Le Cimate,38.0
Le Cinciole,31.0
Le Cirque,17.166666666666668
Le Classique from the 3 Springs Vineyard,29.666666666666668
Le Clos de Beau-Père,40.0
Le Colture,41.642857142857146
Le Contesse,35.0
Le Corti dei Farfensi,18.5
Le Drunk Rooster,21.0
Le Due Terre,47.0
Le Farnete,19.5
Le Fervent,25.0
Le Fleuron,14.0
Le Fonti,29.0
Le Fonti a San Giorgio,19.0
Le Fraghe,24.0
Le Ginestre,58.0
Le Gode,75.66666666666667
Le Grand Courtage,35.0
Le Grand Noir,13.8
Le Grand Vallat,27.5
Le Grascete,40.0
Le Grix de la Salle,77.0
Le Jaja de Jau,16.0
Le Macchiole,35.25
Le Macioche,45.666666666666664
Le Mandolare,23.0
Le Manzane,26.0
Le Marchesine,47.714285714285715
Le Marognole,45.0
Le Mas de Bertrand,27.0
Le Masciare,36.0
Le Miccine,55.5
Le Mistral,27.666666666666668
Le Morette,27.142857142857142
Le Mulet Rouge,23.0
Le Nardian,42.333333333333336
Le P'tit Paysan,26.5
Le Palaie,36.666666666666664
Le Paradou,14.0
Le Petit Cochonnet,10.6
Le Petit Panier,13.75
Le Piane,65.0
Le Pianelle,37.0
Le Potazzine,61.3
Le Prince,16.0
Le Pépin,10.666666666666666
Le Ragnaie,56.25
Le Ragose,64.8
Le Regge,22.0
Le Riche,53.0
Le Roc,20.666666666666668
Le Roi des Pierres,23.666666666666668
Le Rose,42.0
Le Rouge de Saint-Louis,29.0
Le Salette,52.5
Le Senate,25.0
Le Solive,20.0
Le Strette,61.0
Le Strie,46.0
Le Torri,21.0
Le Torri di Campiglioni,37.0
Le Val,10.0
Le Vieux Donjon,65.0
Le Vieux Pin,54.75
Le Vigne,32.370370370370374
Le Vigne di Alice,26.6
Le Vigne di Ca' Nova,29.5
Le Vigne di Domenico,36.75
Le Vigne di Eli,37.4
Le Vigne di Zamò,29.0
Le Vin,37.0
LePlan-Vermeersch,41.0
LeSaffre,39.0
Lea,27.0
Leacock's,177.0
Leah Jørgensen Cellars,25.22222222222222
Leal Vineyards,36.0
Lealtanza,24.5
Leaping Horse,12.571428571428571
Leaping Lizard,17.3
Leasingham,34.0
Lecci e Brocchi,31.5
Lecco,31.8
Lechthaler,16.5
Leconfield,51.0
Leda,49.0
Ledger David,26.77777777777778
Ledgewood Creek,24.4
Ledson,47.785714285714285
Lee Family Farm,22.4
Leese-Fitch,16.333333333333332
Leeuwin Estate,39.96296296296296
Left Bend,34.23529411764706
Left Coast Cellars,28.057142857142857
Left Foot Charley,20.0
Legacy,87.0
Legado Muñoz,16.0
Legado del Moncayo,14.8
Legaris,32.166666666666664
Legendre,24.8
Legras & Haas,83.5
Legón,20.0
Leindl,33.333333333333336
Leira,27.0
Lelarge-Pugeot,81.57142857142857
Lelia,15.5
Lemelson,40.2
Lemos & Van Zeller,25.5
Lenné Estate,43.214285714285715
Lenz Moser,15.5
Leo,36.666666666666664
Leo Steen Wines,28.75
Leon Beyer,24.0
Leonard Kreusch,18.385964912280702
Leonard Oakes,30.666666666666668
Leonard Wine Company,36.0
Leonardo Family Vineyards,24.0
Leone de Castris,23.27777777777778
Leoness,40.30769230769231
Leonesse Cellars,42.44444444444444
Leonetti Cellar,62.25
Leopard's Leap,20.0
Leopoldo I di Toscana,31.0
Lepe,30.0
Les Alliés,10.5
Les Astéries,79.5
Les Belles Collines,50.35294117647059
Les Bourgeois,15.2
Les Clos de Paulilles,30.333333333333332
Les Collines,15.0
Les Collines du Bourdic,16.333333333333332
Les Costières de Pomerols,13.0
Les Crêtes,35.0
Les Dauphins,15.0
Les Deux Rives,18.5
Les Domaines Auriol,13.0
Les Fontenilles,15.0
Les Frères Couillaud,20.0
Les Frères Dutruy,26.5
Les Frères Perroud,22.666666666666668
Les Fusionels,38.0
Les Galets de Sauveterre,20.0
Les Hauts de Croix de Labrie,34.0
Les Hauts de Lagarde,13.666666666666666
Les Hauts de Tousquiron,21.0
Les Héritiers du Comte Lafon,27.0
Les Jamelles,14.909090909090908
Les Maîtres Vignerons de Saint-Louis,19.0
Les Maîtres Vignerons de la Presqu'île de Saint-Tropez,17.76923076923077
Les Mines,23.0
Les Parcelles de Stéphane Derenoncourt,17.75
Les Quatre Tours,21.0
Les Rocailles,18.666666666666668
Les Rochettes,28.0
Les Trois Couronnes,22.833333333333332
Les Trouvés,28.333333333333332
Les Useres,17.75
Les Vignerons D'Estezargues,20.5
Les Vignerons Réunis de Monségur,15.866666666666667
Les Vignerons de Florensac,17.0
Les Vignerons de Grimaud,11.0
Les Vignerons de Tautavel Vingrau,33.166666666666664
Les Vignerons de Tavel,21.5
Les Vignerons de Tutiac,26.11111111111111
Les Vignerons de la Méditerranée,26.5
Les Vignerons des Coteaux Romanais,21.0
Les Vignerons des Côtes d'Agly,25.0
Les Vignerons des Terroirs de la Noëlle,15.666666666666666
Les Vignerons du Pallet,10.0
Les Vignes d'Alexandre,50.0
Les Vignes des Prêcheurs,25.0
Les Vignobles Foncalieu,18.142857142857142
Les Vignobles Gueissard,22.652173913043477
Les Villages de Terroir Catalan,32.0
Les Vins Aujoux,17.0
Les Vins Bréban,15.0625
Les Vins Skalli,18.0
Les Vins de Vienne,40.0
Les Vins de l'Herré,12.0
Les Voleurs,30.0
Lestonnat,15.0
Leth,25.8
Leto,30.428571428571427
Letrari,45.0
Leuta,36.666666666666664
Levendi,35.888888888888886
Leverage,36.0
Levo,32.666666666666664
Lexicon,12.666666666666666
Lexington,48.625
Leyda,22.863636363636363
Leyendas de Familia,18.25
Liana Estates,27.0
Liberalia,51.5
Liberated,21.4
Liberty Lake,29.928571428571427
Liberty School,18.545454545454547
Librandi,29.42105263157895
Licenciado,49.0
Lichen Estate,34.166666666666664
Licia,19.333333333333332
Licinia,56.0
Lidio Carraro,13.5
Lieb,25.458333333333332
Liebart-Régnier,71.75
Lieff,65.0
Lieubeau,23.272727272727273
Lil Rippa,24.0
Lima Smith,27.5
Lime Road,16.0
Limerick Lane,40.69565217391305
Limited by Cambridge Cellars,15.5
Limnos Wines,21.5
Linaje Garsea,35.333333333333336
Linard-Gontier,70.0
Lincourt,30.129032258064516
Lindemans,17.0
Linden,38.2
Line 39,16.095238095238095
Lingenfelder,41.0
Lioco,38.333333333333336
Lion Ranch,21.0
Lion Valley,23.0
Lion des Aubrots,21.0
Lion-Gri,12.8
Lionel Osmin & Cie,20.6734693877551
Lionheart,46.0
Lions Drift,28.0
Lions Peak,24.0
Liparita,46.4
Liquid Farm,38.90909090909091
Lirica,19.0
Lis Neris,31.666666666666668
Lisabella,24.0
Lisini,84.25
Lismore,27.0
Lismore Range,16.0
Listel,15.0
Little Black Dress,16.142857142857142
Little Giant,35.0
Little Penguin,13.0
Little Rascal's,7.0
Little Rebel,27.0
Little Stone Vineyard,17.333333333333332
Little Vineyards,27.5
Littore,42.0
Livernano,35.333333333333336
Livia Fontana,69.0
Livio Felluga,31.083333333333332
Livio Sassetti,51.57142857142857
Livio Voghera,40.083333333333336
Livius,63.0
Livon,23.75
Llai Llai,13.666666666666666
Llama,21.0
Llano Estacado,11.5
Lleiroso,44.0
Llopart,31.166666666666668
Lo Nuevo,13.9
Lo Sparviere,47.0
Loacker,20.285714285714285
Loacker Corte Pavone,54.0
Lobo,41.714285714285715
Lobo Hills,28.444444444444443
Lobster Reef,16.0
Loca,15.5
Locatelli,18.0
Locati Cellars,27.555555555555557
Locations,43.333333333333336
Lockwood,15.625
Locus,24.0
Lodi Estates,20.0
Lodmell Cellars,28.0
Loel,39.0
Loess,30.5
Loft,18.0
Logan,38.0
Logan Australia,33.5
Logan Ridge,22.0
Logodaj,22.5
Logos,12.0
Lohsa,36.0
Loica,11.0
Loimer,33.775510204081634
Lois Rae,29.0
Loken Cellars,25.0
Lola,18.5
Lola Kay,21.333333333333332
Lolonis,37.77777777777778
Loma Larga,20.833333333333332
Loma Prieta,52.0
Lomas del Valle,17.363636363636363
Lombard et Cie,96.33333333333333
Lombardi,36.666666666666664
Lombardo,20.0
Lomond,33.0
Londer,40.5
Lone Birch,17.608695652173914
Lone Canary,30.0
Lone Madrone,37.794117647058826
Long Boat,29.0
Long Flat,24.5
Long Gamma,14.0
Long Island Merlot Alliance,36.666666666666664
Long Meadow Ranch,34.23076923076923
Long Neck,12.0
Long Point,21.666666666666668
Longboard,37.234042553191486
Longevity,26.48148148148148
Longoria,38.546875
Longplay,29.46153846153846
Longridge,30.25
Longridge (S.Af),37.0
Longridge Bay View,25.0
Longship,20.2
Longview,29.285714285714285
Longwood,31.75
Lonia,36.0
Lookout Point,27.666666666666668
Loom,29.0
Loomis,25.0
Loosen Bros.,21.142857142857142
Lorca,21.0
Loredan Gasparini,33.333333333333336
Loredona,16.0
Lorena Garcia,29.0
Lorenz Martini,60.0
Lorenzi Estate,39.77777777777778
Lorgeril,16.0
Loring Wine Company,40.602739726027394
Loriñon,20.2
Lornano,38.54545454545455
Loron et Fils,21.1
Los 800,29.0
Los Andes,17.0
Los Andicos,12.0
Los Cielos,13.0
Los Clop,18.0
Los Dos,12.0
Los Haroldos,21.666666666666668
Los Molles,21.333333333333332
Los Monteros,28.0
Los Navales de Martúe,16.0
Los Nevados,14.0
Los Padres,24.0
Los Pinos Ranch,14.333333333333334
Los Portales,22.5
Los Vencejos,32.5
Losada,30.7
Loscano,21.0
Losi,44.0
Losi Querciavalle,38.25
Lost Angel,13.090909090909092
Lost Blues,38.0
Lost Canyon,45.61538461538461
Lost Creek,23.0
Lost Oak,13.666666666666666
Lost River,31.0
Lost Vineyards,15.0
Lost and Found Winery,40.0
Lot 205,16.0
Loteta,8.0
Lothian Vineyards,27.0
Loubud,23.0
Louis Bernard,21.939393939393938
Louis Bouillot,36.5
Louis Chalvon,76.0
Louis Chavy,19.0
Louis Chevallier,19.22222222222222
Louis Drescher,28.0
Louis Guntrum,21.846153846153847
Louis Jadot,43.2
Louis Latour,48.901785714285715
Louis M. Martini,41.70967741935484
Louis Max,28.542857142857144
Louis Métaireau,36.0
Louis Perdrier,22.0
Louis Pommery,48.0
Louis Roederer,84.90322580645162
Louis Sipp,30.666666666666668
Louis Tête,21.2
Louis de Camponac,12.0
Louis de Grenelle,42.666666666666664
Louis de Sacy,76.0
Louise Brison,52.0
Loukatos,29.5
Louloute,17.0
Loup Blanc,37.0
Lourensford,24.0
Love,3.8
Love & Hope,18.5
Love & Squalor,32.333333333333336
Love Noir,18.0
Love That Red,30.5
Love and Meritage,31.0
LoveThisLife,16.0
Loveblock,29.625
Lovingston,22.76923076923077
Lovo,12.0
Lowden Hills,44.0
Loxarel,26.75
Loxton,51.0
Loïc Mahe,39.5
Luberri,22.0
Luc Mérat,92.0
Luca,34.625
Luca Bosio,30.0
Luca Faccinelli,17.0
Lucania,29.125
Lucas & Lewellen,25.857142857142858
Lucas Carton,17.0
Lucas Vineyards,18.964285714285715
Lucatoni,29.0
Luccarelli,19.0
Lucchetti,18.0
Luccio,14.0
Luce della Vite,67.6
Lucente,49.5
Lucia,41.63636363636363
Luciana Cordioli,32.0
Lucie,43.55555555555556
Lucien Albrecht,29.958333333333332
Lucien Crochet,42.0
Lucien Lardy,30.428571428571427
Lucienne,40.84615384615385
Lucky,40.0
Lucky Frog,13.0
Lucky Neko,18.0
Lucky Rock Wine Co.,17.5
Lucky Star,14.6
Lucky7,16.5
Lucy,18.0
Luddite,33.0
Ludwig,24.25
Luiano,27.9
Luigi Baudana,59.125
Luigi Bosca,26.25
Luigi Maffini,32.0
Luigi Oddero & Figli,73.41666666666667
Luigi Pira,57.666666666666664
Luigi Righetti,31.363636363636363
Luigi Voghera,40.666666666666664
Luis Alegre,53.666666666666664
Luis Cañas,32.285714285714285
Luis Duarte,31.791666666666668
Luis Felipe Edwards,24.636363636363637
Luis Pato,23.0
Luis Seabra,37.0
Luis Segundo Correas,12.375
Luiz Barichello,32.666666666666664
Lujon,23.733333333333334
Luke,23.75
Luke Donald,31.0
Luko,71.0
Lula,37.0
Luli,19.333333333333332
Lullaby,37.6
Lulu B.,10.0
Luma Chequén,17.0
Lumen,30.5
Luminary,40.0
Luminis,14.666666666666666
Luminous Hills,35.0
Lumos,23.27777777777778
Luna,30.727272727272727
Luna Beberide,27.428571428571427
Luna Di Luna,18.0
Luna Hart,23.666666666666668
Luna Nuda,18.0
Lunadoro,39.5
Lundeen,30.2
Lungarotti,39.333333333333336
Lupé-Cholet,14.0
Luretta,29.333333333333332
Lurra,13.0
Lusco,26.181818181818183
Lusso Della Terra,29.2
Lustau,55.44444444444444
Lutum,41.4
Lyeth,21.11764705882353
Lynch Wines,29.333333333333332
Lynmar,50.747747747747745
Lynskeys Wairau Peaks,42.5
Lyrarakis,21.857142857142858
Lyric by Etude,18.5
Lágrimas de Maria,16.666666666666668
Légende,19.0
Léo de la Gaffelière,11.0
Léon Perdigal,18.0
Lété-Vautrain,54.5
Lícia,22.5
M by Martellotto,41.0
M'Hudi,25.0
M. & J-F Bertrand,11.333333333333334
M. Autumn,40.0
M. Chapoutier,28.16
M. Cosentino,40.8
M. Trinchero,44.333333333333336
M2,27.75
MAD Wines,25.0
MAN Family Wines,14.0
MAN Vintners,16.875
